name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Actinobacteria	201174	P	6386220	277890	6664110	0.50480
Firmicutes	1239	P	157486	64605	222091	0.01682
Deinococcus-Thermus	1297	P	35832	1216	37048	0.00281
Cyanobacteria	1117	P	33302	715	34017	0.00258
Chloroflexi	200795	P	25591	367	25958	0.00197
Armatimonadetes	67819	P	2494	12	2506	0.00019
Proteobacteria	1224	P	5211332	328749	5540081	0.41966
Planctomycetes	203682	P	273206	3184	276390	0.02094
Verrucomicrobia	74201	P	30250	772	31022	0.00235
Kiritimatiellaeota	134625	P	1127	821	1948	0.00015
Bacteroidetes	976	P	91981	1544	93525	0.00708
Chlorobi	1090	P	3470	117	3587	0.00027
Gemmatimonadetes	142182	P	66723	3375	70098	0.00531
Acidobacteria	57723	P	96341	2020	98361	0.00745
Nitrospirae	40117	P	8037	103	8140	0.00062
Spirochaetes	203691	P	3507	138	3645	0.00028
Synergistetes	508458	P	2964	227	3191	0.00024
Ascomycota	4890	P	72265	640	72905	0.00552
Basidiomycota	5204	P	4915	122	5037	0.00038
Oomycota	4762	P	6997	832	7829	0.00059
