name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomyces sp. CdTB01	1725411	S	17832	6143	23975	0.00159
Streptomyces sp. BH-MK-02	2880933	S	16979	4293	21272	0.00141
Streptomyces sp. SN-593	659352	S	15635	4133	19768	0.00131
Streptomyces sp. So13.3	2136173	S	10058	2136	12194	0.00081
Streptomyces sp. A2-16	2781734	S	9440	3606	13046	0.00086
Streptomyces sp. S4.7	2705439	S	9310	3697	13007	0.00086
Streptomyces sp. SCSIO 64649	2878388	S	8971	1812	10783	0.00071
Streptomyces sp. CB01881	2078691	S	8293	1759	10052	0.00067
Streptomyces sp. 3214.6	1882757	S	8232	2935	11167	0.00074
Streptomyces sp. ZYC-3	2797636	S	7972	1935	9907	0.00066
Streptomyces sp. NHF165	2175864	S	7414	1463	8877	0.00059
Streptomyces sp. CMB-StM0423	2059884	S	7183	5033	12216	0.00081
Streptomyces sp. ST1015	1848900	S	7143	1778	8921	0.00059
Streptomyces sp. P3	2135430	S	7080	2161	9241	0.00061
Streptomyces sp. MA3_2.13	2867410	S	6743	971	7714	0.00051
Streptomyces sp. SCUT-3	2684469	S	6741	2943	9684	0.00064
Streptomyces sp. 3025	2923272	S	6444	1314	7758	0.00051
Streptomyces sp. NA02950	2742137	S	6409	1491	7900	0.00052
Streptomyces sp. SAT1	1849967	S	6147	2685	8832	0.00058
Streptomyces sp. Z423-1	2730915	S	6141	2170	8311	0.00055
Streptomyces sp. LRE541	2931983	S	6082	1692	7774	0.00051
Streptomyces sp. NEAU-sy36	2751189	S	5972	2675	8647	0.00057
Streptomyces sp. GQFP	2907545	S	5930	1226	7156	0.00047
Streptomyces sp. 891-h	2720714	S	5736	1205	6941	0.00046
Streptomyces sp. RPA4-2	2721244	S	5586	2013	7599	0.00050
Streptomyces sp. GMY02	1333528	S	5470	1118	6588	0.00044
Streptomyces sp. DSM 40868	2721173	S	5435	2401	7836	0.00052
