name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomyces sp. CdTB01	1725411	S	60617	15050	75667	0.00324
Streptomyces sp. A2-16	2781734	S	46613	13113	59726	0.00255
Streptomyces sp. GQFP	2907545	S	43260	6407	49667	0.00212
Streptomyces sp. 3214.6	1882757	S	36409	9364	45773	0.00196
Streptomyces sp. BH-MK-02	2880933	S	34519	6284	40803	0.00175
Streptomyces sp. ZYC-3	2797636	S	33215	5745	38960	0.00167
Streptomyces sp. P3	2135430	S	33010	7195	40205	0.00172
Streptomyces sp. SN-593	659352	S	22909	4324	27233	0.00116
Streptomyces sp. ST1015	1848900	S	22475	4043	26518	0.00113
Streptomyces sp. Z423-1	2730915	S	21104	5425	26529	0.00113
Streptomyces sp. LRE541	2931983	S	20240	4036	24276	0.00104
Streptomyces sp. So13.3	2136173	S	19050	2890	21940	0.00094
Streptomyces sp. RPA4-2	2721244	S	18582	4926	23508	0.00101
Streptomyces sp. SAT1	1849967	S	17370	5462	22832	0.00098
Streptomyces sp. CB01881	2078691	S	15973	2423	18396	0.00079
Streptomyces sp. MG62	2838015	S	15827	5260	21087	0.00090
Streptomyces sp. AMCC400023	2056258	S	15766	5984	21750	0.00093
Streptomyces sp. S1D4-11	2721246	S	15291	10401	25692	0.00110
Streptomyces sp. WAC 01438	2203204	S	14718	4302	19020	0.00081
Streptomyces sp. NEAU-sy36	2751189	S	14687	4734	19421	0.00083
Streptomyces sp. MG28	2865673	S	14550	4716	19266	0.00082
Streptomyces sp. Go 40/10	2825844	S	14079	5477	19556	0.00084
Streptomyces sp. DSM 40868	2721173	S	14066	4454	18520	0.00079
Streptomyces sp. HM190	2695266	S	14014	3849	17863	0.00076
Streptomyces sp. Go-475	2072505	S	13889	5732	19621	0.00084
Streptomyces sp. SCSIO 64649	2878388	S	13837	1975	15812	0.00068
Streptomyces sp. JB150	2714844	S	13836	4108	17944	0.00077
Streptomyces sp. BJ20	2930049	S	13250	4649	17899	0.00077
Streptomyces sp. NHF165	2175864	S	11969	1678	13647	0.00058
Streptomyces sp. NA02950	2742137	S	11280	1870	13150	0.00056
Streptomyces sp. GMY02	1333528	S	11069	1621	12690	0.00054
Streptomyces sp. MBT27	1488356	S	10819	2663	13482	0.00058
Streptomyces sp. YIM 121038	2136401	S	10673	2820	13493	0.00058
Streptomyces sp. MA3_2.13	2867410	S	10577	1079	11656	0.00050
Streptomyces sp. HP-A2021	2927875	S	10519	5346	15865	0.00068
Streptomyces sp. NA04227	2742136	S	10510	1985	12495	0.00053
Streptomyces sp. SCUT-3	2684469	S	10352	3229	13581	0.00058
Streptomyces sp. RTd22	1841249	S	10211	3715	13926	0.00060
Streptomyces sp. SYP-A7193	2662065	S	10171	5356	15527	0.00066
Streptomyces sp. 3025	2923272	S	10043	1448	11491	0.00049
Streptomyces sp. WY228	2855836	S	9948	4711	14659	0.00063
