name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Actinobacteria	201174	P	6353205	221293	6574498	0.45797
Firmicutes	1239	P	170606	47426	218032	0.01519
Cyanobacteria	1117	P	30802	580	31382	0.00219
Deinococcus-Thermus	1297	P	30562	818	31380	0.00219
Chloroflexi	200795	P	20658	221	20879	0.00145
Armatimonadetes	67819	P	1965	7	1972	0.00014
Proteobacteria	1224	P	6441619	299565	6741184	0.46958
Planctomycetes	203682	P	276974	2608	279582	0.01948
Verrucomicrobia	74201	P	60733	1440	62173	0.00433
Chlamydiae	204428	P	1273	12	1285	0.00009
Bacteroidetes	976	P	151089	1870	152959	0.01065
Chlorobi	1090	P	3186	87	3273	0.00023
Gemmatimonadetes	142182	P	68619	2683	71302	0.00497
Acidobacteria	57723	P	70999	1225	72224	0.00503
Nitrospirae	40117	P	6900	66	6966	0.00049
Spirochaetes	203691	P	3712	111	3823	0.00027
Synergistetes	508458	P	2478	144	2622	0.00018
Candidatus Saccharibacteria	95818	P	1518	65	1583	0.00011
Ascomycota	4890	P	65710	481	66191	0.00461
Basidiomycota	5204	P	4845	145	4990	0.00035
Oomycota	4762	P	6743	724	7467	0.00052
