name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Actinomycetia	1760	C	7816073	392471	8208544	0.44012
Thermoleophilia	1497346	C	193363	23013	216376	0.01160
Rubrobacteria	84995	C	89933	9866	99799	0.00535
Acidimicrobiia	84992	C	60809	5933	66742	0.00358
Coriobacteriia	84998	C	30512	4437	34949	0.00187
Nitriliruptoria	908620	C	20675	1621	22296	0.00120
Bacilli	91061	C	174334	93282	267616	0.01435
Clostridia	186801	C	57375	10726	68101	0.00365
Negativicutes	909932	C	8560	847	9407	0.00050
Limnochordia	1676648	C	4071	146	4217	0.00023
Deinococci	188787	C	62057	58174	120231	0.00645
Gloeobacteria	307596	C	6080	1464	7544	0.00040
Thermomicrobia	189775	C	10783	348	11131	0.00060
Chloroflexia	32061	C	8812	264	9076	0.00049
Tepidiformia	2682225	C	6633	247	6880	0.00037
Ardenticatenia	1382928	C	5380	96	5476	0.00029
Caldilineae	475962	C	2649	133	2782	0.00015
Anaerolineae	292625	C	2618	41	2659	0.00014
Dehalococcoidia	301297	C	1701	27	1728	0.00009
Ktedonobacteria	388447	C	1346	1202	2548	0.00014
Fimbriimonadia	1663419	C	2992	15	3007	0.00016
Alphaproteobacteria	28211	C	3729689	286386	4016075	0.21533
Betaproteobacteria	28216	C	1822132	328465	2150597	0.11531
Gammaproteobacteria	1236	C	1227888	327905	1555793	0.08342
Deltaproteobacteria	28221	C	731453	43758	775211	0.04156
Epsilonproteobacteria	29547	C	5935	285	6220	0.00033
Acidithiobacillia	1807140	C	3299	302	3601	0.00019
Oligoflexia	1553900	C	1944	25	1969	0.00011
Hydrogenophilalia	2008785	C	1057	197	1254	0.00007
Planctomycetia	203683	C	324419	4656	329075	0.01764
Phycisphaerae	666505	C	17470	670	18140	0.00097
Opitutae	414999	C	37919	1415	39334	0.00211
Verrucomicrobiae	203494	C	18989	3083	22072	0.00118
Kiritimatiellae	1921781	C	1505	1490	2995	0.00016
Cytophagia	768503	C	50766	1053	51819	0.00278
Chitinophagia	1853228	C	21845	271	22116	0.00119
Bacteroidia	200643	C	19332	3569	22901	0.00123
Flavobacteriia	117743	C	17366	17500	34866	0.00187
Sphingobacteriia	117747	C	8086	653	8739	0.00047
Chlorobia	191410	C	6242	662	6904	0.00037
Gemmatimonadetes	219685	C	123571	6957	130528	0.00700
Vicinamibacteria	1813735	C	78714	4388	83102	0.00446
Acidobacteriia	204432	C	63291	956	64247	0.00344
Blastocatellia	1562566	C	5619	202	5821	0.00031
Holophagae	533205	C	3251	61	3312	0.00018
Nitrospira	203693	C	20049	289	20338	0.00109
Spirochaetia	203692	C	6447	331	6778	0.00036
Synergistia	649775	C	5596	1645	7241	0.00039
Thermotogae	188708	C	1615	87	1702	0.00009
Aquificae	187857	C	1079	15	1094	0.00006
Sordariomycetes	147550	C	59630	1037	60667	0.00325
Eurotiomycetes	147545	C	10684	315	10999	0.00059
Dothideomycetes	147541	C	3001	314	3315	0.00018
Saccharomycetes	4891	C	2985	310	3295	0.00018
Ustilaginomycetes	5257	C	5443	101	5544	0.00030
Agaricomycetes	155619	C	1792	25	1817	0.00010
