name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomycetaceae	2062	F	1524745	287555	1812300	0.15833
Microbacteriaceae	85023	F	387449	54758	442207	0.03863
Micrococcaceae	1268	F	222793	44888	267681	0.02339
Intrasporangiaceae	85021	F	67703	15149	82852	0.00724
Cellulomonadaceae	85016	F	63453	18361	81814	0.00715
Promicromonosporaceae	85017	F	29646	10044	39690	0.00347
Ornithinimicrobiaceae	2805590	F	25607	4769	30376	0.00265
Dermabacteraceae	85020	F	17993	3025	21018	0.00184
Brevibacteriaceae	85019	F	17300	3102	20402	0.00178
Dermacoccaceae	145357	F	13894	2867	16761	0.00146
Bogoriellaceae	145358	F	12461	3342	15803	0.00138
Ruaniaceae	1331736	F	10626	10466	21092	0.00184
Beutenbergiaceae	125316	F	7326	2073	9399	0.00082
Sanguibacteraceae	145360	F	4968	1370	6338	0.00055
Dermatophilaceae	85018	F	2377	203	2580	0.00023
Kytococcaceae	2805426	F	2185	2305	4490	0.00039
Mycobacteriaceae	1762	F	330553	35139	365692	0.03195
Nocardiaceae	85025	F	190470	33286	223756	0.01955
Corynebacteriaceae	1653	F	48684	10847	59531	0.00520
Gordoniaceae	85026	F	40139	9069	49208	0.00430
Tsukamurellaceae	85028	F	12035	2719	14754	0.00129
Dietziaceae	85029	F	7158	6725	13883	0.00121
Segniliparaceae	316606	F	1120	55	1175	0.00010
Pseudonocardiaceae	2070	F	448440	58516	506956	0.04429
Nocardioidaceae	85015	F	262549	47935	310484	0.02712
Propionibacteriaceae	31957	F	54493	12061	66554	0.00581
Kribbellaceae	2726069	F	41971	5867	47838	0.00418
Actinopolymorphaceae	2805400	F	7652	802	8454	0.00074
Micromonosporaceae	28056	F	338754	42158	380912	0.03328
Thermomonosporaceae	2012	F	184482	33181	217663	0.01902
Streptosporangiaceae	2004	F	76643	11173	87816	0.00767
Nocardiopsaceae	83676	F	31167	4305	35472	0.00310
Geodermatophilaceae	85030	F	78091	17647	95738	0.00836
Frankiaceae	74712	F	30882	2758	33640	0.00294
Catenulisporaceae	414877	F	30085	3955	34040	0.00297
Actinomycetaceae	2049	F	29197	3813	33010	0.00288
Jiangellaceae	1217100	F	15185	2396	17581	0.00154
