"OTU","Sample","Abundance","Category","Treatment","Kingdom","Phylum"
"84751","P3251",8.43684560202511,"nearCrop",NA,"Eukaryota","Basidiomycota"
"6035","P3251",0.0412086756877223,"nearCrop",NA,"Eukaryota","Microsporidia"
"5515","P3278",78.9467067019687,"nearCrop",NA,"Eukaryota","Ascomycota"
"4785","P3278",12.154066886565,"nearCrop",NA,"Eukaryota","Oomycota"
"84751","P3278",8.85485230819294,"nearCrop",NA,"Eukaryota","Basidiomycota"
"6035","P3278",0.0443741032733297,"nearCrop",NA,"Eukaryota","Microsporidia"
"5515","P3303",76.6939259476573,"nearCrop",NA,"Eukaryota","Ascomycota"
"4785","P3303",13.3240431747894,"nearCrop",NA,"Eukaryota","Oomycota"
"84751","P3303",9.91235468847409,"nearCrop",NA,"Eukaryota","Basidiomycota"
"6035","P3303",0.0696761890791742,"nearCrop",NA,"Eukaryota","Microsporidia"
"5515","P3358",83.6391205458681,"nearCrop",NA,"Eukaryota","Ascomycota"
"4785","P3358",9.1918119787718,"nearCrop",NA,"Eukaryota","Oomycota"
"84751","P3358",7.13874147081122,"nearCrop",NA,"Eukaryota","Basidiomycota"
"6035","P3358",0.0303260045489007,"nearCrop",NA,"Eukaryota","Microsporidia"
"5515","P3031",77.7610625465881,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3031",12.2816290573965,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3031",9.91664972555397,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3031",0.0406586704614759,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3061",80.1061428175373,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3061",11.200443581924,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3061",8.63796586003406,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3061",0.0554477405045744,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3088",80.6774506905436,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3088",10.812180597204,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3088",8.47658064788613,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3088",0.0337880643662626,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3127",86.6855847535891,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3127",7.1510368566871,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3127",6.12778104273361,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3127",0.0355973469901772,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3130",77.9491367685324,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3130",12.1355719739416,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3130",9.87920457351237,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3130",0.036086684013599,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3218",85.7709889200324,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3218",7.78325401155026,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3218",6.40719351379823,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3218",0.0385635546191614,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3222",83.6340101933501,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3222",9.28188118544886,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3222",7.03377109007721,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
"6035","P3222",0.0503375311238753,"uncultivatedLand",NA,"Eukaryota","Microsporidia"
"5515","P3246",84.5215370070395,"uncultivatedLand",NA,"Eukaryota","Ascomycota"
"4785","P3246",8.06621583374984,"uncultivatedLand",NA,"Eukaryota","Oomycota"
"84751","P3246",7.38394464751329,"uncultivatedLand",NA,"Eukaryota","Basidiomycota"
